0,landmark
1,estate
2,house
3,property
4,home
5,architecture
6,medieval
7,facade
8,mansion
9,stately
10,palace
11,classical
12,building
13,real
14,worship
15,place
16,human
17,urban
18,settlement
19,historic
20,official
21,residence
22,chateau
23,neighbourhood
24,manor
25,courthouse
26,attraction
27,tourist
28,castle
29,monument
30,almshouse
31,daytime
32,campus
33,college
34,presidential
35,roof
36,residential
37,spire
38,cottage
39,government
40,local
41,parish
42,seat
43,fortification
44,column
45,church
46,cathedral
47,town
48,steeple
49,tower
50,downtown
51,street
52,gothic
53,chapel
54,square
55,brick
56,arch
57,farmhouse
58,plaza
59,space
60,public
61,brickwork
62,city
63,wall
64,natural
65,water
66,grass
67,land
68,lot
69,bank
70,pasture
71,grassland
72,environment
73,nature
74,rural
75,reserve
76,landscape
77,farm
78,body
79,resources
80,field
81,meadow
82,geological
83,ditch
84,wetland
85,winter
86,cloud
87,plain
88,phenomenon
89,morning
90,river
91,metropolitan
92,freezing
93,snow
94,bird
95,aerial
96,view
97,eye
98,area
99,track
100,transport
101,photography
102,infrastructure
103,fence
104,plant
105,site
106,watercourse
107,marsh
108,pond
109,reflection
110,lake
111,reservoir
112,biome
113,stream
114,fen
115,freshwater
116,canal
117,turret
118,tourism
119,temple
120,night
121,vegetation
122,waterway
123,use
124,mixed
125,bed
126,wilderness
127,tree
128,sky
129,line
130,atmospheric
131,asphalt
132,park
133,sport
134,venue
135,equipment
136,vacation
137,leisure
138,centre
139,room
140,flooring
141,travel
142,interior
143,design
144,lane
145,road
146,car
147,vehicle
148,garden
149,botany
150,family
151,baseball
152,botanical
153,courtyard
154,prairie
155,green
156,soil
157,block
158,condominium
159,iron
160,suburb
161,zone
162,riparian
163,woody
164,flower
165,lawn
166,shrub
167,landscaping
168,yard
169,spring
170,horizon
171,hill
172,hay
173,shrubland
174,straw
175,ecoregion
176,autumn
177,leaf
178,walkway
179,feature
180,reflecting
181,pool
182,fountain
183,thoroughfare
