0,natural
1,water
2,grass
3,land
4,lot
5,bank
6,pasture
7,grassland
8,environment
9,nature
10,rural
11,reserve
12,landscape
13,farm
14,body
15,resources
16,field
17,meadow
18,geological
19,ditch
20,wetland
21,winter
22,cloud
23,plain
24,phenomenon
25,morning
26,river
27,metropolitan
28,freezing
29,urban
30,snow
31,bird
32,aerial
33,view
34,eye
35,area
36,track
37,transport
38,photography
39,residential
40,infrastructure
41,neighbourhood
42,fence
43,plant
44,worship
45,place
46,cathedral
47,square
48,public
49,space
50,medieval
51,church
52,plaza
53,gothic
54,human
55,settlement
56,site
57,facade
58,tower
59,parish
60,steeple
61,city
62,town
63,historic
64,watercourse
65,marsh
66,pond
67,reflection
68,lake
69,reservoir
70,biome
71,stream
72,fen
73,freshwater
74,canal
75,spire
76,arch
77,wall
78,turret
79,fortification
80,chapel
81,brick
82,brickwork
83,official
84,residence
85,palace
86,stately
87,mansion
88,presidential
89,manor
90,chateau
91,courthouse
92,castle
93,tourist
94,attraction
95,college
96,seat
97,local
98,home
99,government
100,estate
101,house
102,tourism
103,street
104,downtown
105,temple
106,night
107,vegetation
108,waterway
109,use
110,mixed
111,bed
112,wilderness
113,tree
114,sky
115,line
116,atmospheric
117,asphalt
118,park
